kHz:75;Time(UTC):93;Days:59;ITU:49;Station:201;Lng:49;Target:62;Remarks:135;P:35;Start:60;Stop:60;
9820;0200-0300;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;0300-0400;;CHN;Beibu Bay Radio;E;FE;n;1;;
9820;0400-0500;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;0500-0600;;CHN;Beibu Bay Radio;KH;FE;n;1;;
9820;0600-0900;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;0900-1000;;CHN;Beibu Bay Radio;E;FE;n;1;;
9820;1000-1100;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;1100-1200;;CHN;Beibu Bay Radio;CA;FE;n;1;;
9820;1200-1300;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;1300-1320;;CHN;Beibu Bay Radio;M;FE;n;1;;
9820;1320-1330;;CHN;Beibu Bay Radio;E;FE;n;1;;
9820;1330-1345;;CHN;Beibu Bay Radio;T;FE;n;1;;
9820;1345-1400;;CHN;Beibu Bay Radio;M;FE;n;1;;
9820;1400-1500;;CHN;Beibu Bay Radio;VN;FE;n;1;;
9820;1500-1600;;CHN;Beibu Bay Radio;KH;FE;n;1;;[0416]
9820;2247-2400;;CHN;Beibu Bay Radio;M;FE;n;1;;[1116]
9820;0855-1605;;CHN;CNR 2 China Business R.;M;CHN;a;4;;
9820;1100-1605;;CHN;CNR 2 China Business R.;M;CHN;a;5;;
9820;2055-2400;;CHN;CNR 2 China Business R.;M;CHN;a;5;;
9820;2055-0100;;CHN;CNR 2 China Business R.;M;CHN;a;4;;
9820;0100-0200;;CUB;Radio Habana Cuba;S;CAm;be;6;2812;2812
9820;1200-1400;;CUB;Radio Habana Cuba;S;CAm;be;6;1311;2603
9820;1400-1500;;CUB;Radio Habana Cuba;S;CAm;be;6;1311;2603
9820;1600-1700;;D;Deutsche Welle;E;EAf;/AFS;0;;
9820;1300-1500;;IND;All India Radio GOS;SI;CLN;k;1;;
9820;1700-1900;;USA;VoA Deewa Radio;PS;AFG;/G-w;0;;
9825;0200-0300;;CHN;China Radio Int.;M;SAs;ka;0;;
9825;1000-1100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9825;1100-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9825;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9825;1930-2000;;G;BBC;HA;WAf;w;0;;
9825;2000-2030;Fr;G;BBC;HA;WAf;w;0;;
9825;0300-0330;;USA;Afia Darfur Radio;A;EAf;/BOT;0;;
9825;1900-1930;;USA;Afia Darfur Radio;A;EAf;/G-w;0;;
9825;2300-2400;;USA;Radio Free Asia;M;FE;/LTU;0;;
9825;0330-0400;;USA;Voice of America;SO;EAf;/D-L;0;;
9825;1000-1100;;USA;Voice of America;M;FE;/PHL-t;0;;
9825;1100-1500;;USA;Voice of America;M;FE;/MRA-s;0;;
9830;0100-0200;;CHN;China National Radio 1;M;CHN;b;4;;
9830;0730-0900;We-Mo;CHN;China National Radio 1;M;CHN;b;1;;
9830;0900-1805;;CHN;China National Radio 1;M;CHN;b;1;;
9830;2023-0100;;CHN;China National Radio 1;M;CHN;b;1;;
9830;0630-0700;;D;Deutsche Welle;HA;WAf;/STP;0;;
9830;1300-1400;;D;Deutsche Welle;HA;WAf;/STP;0;;
9830;1800-1900;;D;Deutsche Welle;HA;WAf;/STP;0;;
9830;2100-2300;24Dec;D;NDR Gruß an Bord;D;SAO;/F;6;0112;2412
9830;0000-2400;;PTR;NAU Isabela RTTY;;Car;i;1;;
9830;1600-1630;;USA;Adventist World Radio;BU;SEE;/D-n;0;;
9830;1630-1700;;USA;Adventist World Radio;FS;IRN;/AUT;0;;
9830;0500-0515;Fr;USA;World Harvest Radio 2;F;ME;c;0;;
9830;0500-0600;;USA;World Harvest Radio 2;E;ME;c;0;;
9835;0000-0045;;IND;All India Radio GOS;TAM;CLN;d;1;;
9835;0000-2400;;MLA;RTM Sarawak FM;ML;MLA;ka;1;;[1216]
9840;2000-2100;;KOR;KBS World Radio;A;NAf;/UAE;0;;
9840;1100-1200;;TUR;Voice of Turkey;GE;Cau;e;0;;
9840;1200-1300;Su;USA;Brother Stair;E;ENA;c;0;;
9840;1400-1600;Sa;USA;Brother Stair;E;ENA;c;0;;
9840;1600-1800;;USA;Brother Stair;E;ENA;c;0;;
9840;1900-2000;Su;USA;Brother Stair;E;ENA;c;0;;
9840;1100-1200;;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1200-1300;Mo-Sa;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1300-1400;SaSu;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1400-1600;Su;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1800-1900;;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1900-2000;Mo-Sa;USA;World Harvest Radio 2;E;ENA;c;0;;
9840;1000-1030;;VTN;Voice of Vietnam;E;INS;s;1;;
9840;1030-1100;;VTN;Voice of Vietnam;IN;INS;s;1;;
9840;1100-1130;;VTN;Voice of Vietnam;J;FE;s;1;;
9840;1130-1200;;VTN;Voice of Vietnam;E;FE;s;1;;
9840;1200-1230;;VTN;Voice of Vietnam;J;FE;s;1;;
9840;1230-1300;;VTN;Voice of Vietnam;E;INS;s;1;;
9840;1300-1330;;VTN;Voice of Vietnam;IN;INS;s;1;;
9840;1330-1400;;VTN;Voice of Vietnam;E;FE;s;1;;
9840;1400-1430;;VTN;Voice of Vietnam;J;FE;s;1;;
9840;1430-1500;;VTN;Voice of Vietnam;IN;INS;s;1;;
9840;1500-1530;;VTN;Voice of Vietnam;E;INS;s;1;;
9840;2200-2230;;VTN;Voice of Vietnam;J;FE;s;1;;
9840;2230-2300;;VTN;Voice of Vietnam;M;FE;s;1;;
9840;2300-2330;;VTN;Voice of Vietnam;IN;INS;s;1;;
9840;2330-2400;;VTN;Voice of Vietnam;E;INS;s;1;;
9845;0000-0100;;CHN;China National Radio 1;M;CHN;b;4;;
9845;1030-1805;;CHN;China National Radio 1;M;CHN;b;4;;
9845;1200-1805;;CHN;China National Radio 1;M;CHN;b;5;;
9845;2023-2400;;CHN;China National Radio 1;M;CHN;b;1;;
9850;1500-1600;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9850;2200-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
9850;0215-0825;;CHN;PBS Qinghai;TB;CHN;xg;1;;
9850;1200-1400;;CUB;Radio Habana Cuba;S;CNA;b;2;;
9850;0715-0845;Su;CVA;Radio Vaticana;UK;UKR;;2;;
9850;1820-1920;;IRN;IRIB Voice of I.R.Iran;HA;WAf;s;6;2211;2603
9850;1030-1130;;KRE;Voice of Korea;E;SEA;u;4;;
9850;1130-1230;;KRE;Voice of Korea;F;SEA;u;4;;
9850;1230-1330;;KRE;Voice of Korea KCBS;K;SEA;u;4;;
9850;1330-1430;;KRE;Voice of Korea;M;SEA;u;4;;
9850;1430-1530;;KRE;Voice of Korea KCBS;K;SEA;u;4;;
9850;0000-0100;;TWN;Sound of Hope-RFA;M;FE;;1;;
9850;0100-1400;;TWN;Sound of Hope-RFA;M;FE;;1;;[0116]
9850;1400-1500;;TWN;Sound of Hope-RFA;CA;FE;;1;;
9850;1500-1600;;TWN;Sound of Hope-RFA;M;FE;;1;;
9850;2200-2300;;TWN;Sound of Hope-RFA;M;FE;;1;;
9850;2300-2400;;TWN;Sound of Hope-RFA;M;FE;;1;;
9850;1930-2000;;USA;Adventist World Radio;TAH;NAf;/D-n;0;;
9850;1500-1600;;USA;Radio Free Asia;M;FE;/KWT;0;;
9850;0400-0500;;VTN;Voice of Vietnam 4;DAO;VTN;x;1;;[0416]
9850;0500-0530;;VTN;Voice of Vietnam 4;HM;VTN;x;1;;[1116]
9855;1200-1400;;CHN;China Radio Int.;M;SEA;b;0;;
9855;2030-2100;;J;NHK Radio Japan;F;WAf;/MDG;0;;
9860;1100-1805;;CHN;China National Radio 1;M;CHN;b;4;;
9860;1200-1805;;CHN;China National Radio 1;M;CHN;b;5;;
9860;2023-2300;;CHN;China National Radio 1;M;CHN;b;5;;
9860;0000-0100;;CHN;China Radio Int.;HK;PHL;j;0;;
9860;0100-0200;;CHN;China Radio Int.;AM;PHL;j;0;;
9860;2200-2300;;CHN;China Radio Int.;EO;SAm;ka;0;;
9860;1700-2000;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9860;1700-2000;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9860;2100-2200;;USA;Radio Free Asia;K;FE;/MRA-t;0;;
9865;2305-2335;Su-Fr;AUS;Reach Beyond Australia;IN;INS;ku;0;;
9865;2305-2335;Sa;AUS;Reach Beyond Australia;JV;INS;ku;0;;
9865;2335-2350;;AUS;Reach Beyond Australia;IN;INS;ku;0;;
9865;2000-2100;;CHN;China Radio Int.;M;ME;k;0;;
9865;1300-1500;14Aug;IND;AIR Delhi;HI;SAs;b;1;0108;1408[0816]
9865;0025-0100;;IND;AIR Vividh Bharati;HI;SAs;b;1;;
9865;0100-0440;;IND;AIR Vividh Bharati;HI;SAs;b;1;;
9865;0900-1200;;IND;AIR Vividh Bharati;HI;SAs;b;1;;
9865;1245-1740;;IND;AIR Vividh Bharati;HI;SAs;b;1;;
9870;1800-2300;;ARS;BSKSA 1;A;Eu;;1;;
9870;1300-1400;;CHN;China Radio Int.;E;SEA;x;0;;
9870;1400-1500;;CHN;China Radio Int.;E;SEA;x;0;;
9870;1500-1600;;CHN;China Radio Int.;E;SEA;x;0;;
9870;0600-0629;;G;BBC;F;CAf;/ASC;0;;
9870;0900-1100;;IND;AIR Vividh Bharati;HI;SAs;b;6;0711;0711
9875;1600-1700;;CHN;China Radio Int.;E;Eu;ka;0;;
9875;0730-0930;;KRE;Voice of Korea;R;FE;u;1;;
9875;0930-1030;;KRE;Voice of Korea;K;FE;u;8;;
9875;1830-1930;;KRE;Voice of Korea;F;ME;u;1;;
9875;1930-2030;;KRE;Voice of Korea;E;ME;u;1;;
9875;2030-2130;;KRE;Voice of Korea KCBS;K;ME;u;1;;
9875;2130-2230;;KRE;Voice of Korea;M;FE;u;1;;
9875;2230-2330;;KRE;Voice of Korea;M;FE;u;1;;
9875;2330-0030;;KRE;Voice of Korea KCBS;K;FE;u;1;;
9880;0800-0900;;CHN;China Radio Int.;M;FE;b;0;;
9880;1000-1100;;CHN;China Radio Int.;M;Sib;b;0;;
9880;1100-1200;;CHN;China Radio Int.;BR;SEA;k;0;;
9880;1300-1400;;CHN;China Radio Int.;BR;SEA;k;0;;
9880;1400-1500;;CHN;China Radio Int.;KH;SEA;n;0;;
9880;1500-1600;;CHN;China Radio Int.;E;SEA;n;0;;
9880;1600-1700;;CHN;China Radio Int.;E;SEA;n;0;;
9880;1700-1800;;CHN;China Radio Int.;E;SEA;n;0;;
9880;0000-0100;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9880;0300-0330;;G;BBC;PS;AFG;/UAE;0;;
9880;1820-1920;;IRN;IRIB Voice of I.R.Iran;HA;WAf;s;6;3010;1211
9880;1300-1400;;ROU;Radio Romania Int.;RO;Eu;s;0;;
9880;1400-1500;;ROU;Radio Romania Int.;R;CAs;t;0;;
9880;1200-1300;;USA;Adventist World Radio;K;FE;/GUM-a;0;;
9880;0000-0100;;USA;Voice of America;M;FE;/THA-u;0;;
9885;1500-1600;;ARS;BSKSA Riad;TK;CAs;;1;;
9885;1600-1700;;ARS;BSKSA Riad;UZ;CAs;;1;;
9885;1700-1800;;ARS;BSKSA Riad;TJ;CAs;;1;;
9885;0330-0430;;USA;Voice of America;KNK;EAf;/STP;0;;
9885;0430-0530;Mo-Fr;USA;Voice of America;KNK;EAf;/STP;0;;
9885;0530-0630;Mo-Fr;USA;Voice of America;F;Af;/BOT;0;;
9885;1400-1500;SaSu;USA;Voice of America;KNK;EAf;/STP;0;;
9885;1930-2000;Mo-Fr;USA;Voice of America;KNK;EAf;/BOT;0;;
9890;0100-0200;;CHN;China National Radio 13;UI;CHN;L;4;;
9890;1100-1805;;CHN;China National Radio 13;UI;CHN;L;4;;
9890;1400-1805;;CHN;China National Radio 13;UI;CHN;L;5;;
9890;2355-0100;;CHN;China National Radio 13;UI;CHN;L;4;;
9890;2200-2300;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9890;1530-1630;;KRE;Voice of Korea;A;ME;u;1;;
9890;1630-1730;;KRE;Voice of Korea;E;ME;u;1;;
9890;1730-1830;;KRE;Voice of Korea;A;ME;u;1;;
9890;2200-2300;;USA;Radio Free Asia;TB;FE;/KWT;0;;
9895;2000-2115;;EGY;Radio Cairo;F;Eu;a;0;;
9895;1900-2000;;TWN;Radio Taiwan Int.;F;WEu;/UAE;0;;
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;1612;1912
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;0201;0401
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;2001;2301
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;0602;0802
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;2402;2702
9900;1600-1559;;ALS;NOJ USCG Kodiak DIGITAL;E;WNA;k;6;1303;1503
9900;2200-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;3010;3011
9900;2230-0030;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;0112;
9900;2300-2400;;CHN;CNR1 Jammer/Firedrake;M;FE;;0;;
9900;2000-2115;;EGY;Radio Cairo;F;Eu;a;0;;
9900;2115-2245;;EGY;Radio Cairo;E;Eu;a;0;;[1116]
9900;1130-1145;;G;Babcock Test;-MX;Eu;w;6;2812;2812
9900;1330-1415;;G;BBC;BR;SEA;/UZB;0;;
9900;1545-1600;;G;BBC;TAM;CLN;/SNG;0;;
9900;1630-1700;;G;BBC;SI;CLN;/SNG;0;;
9900;1420-1520;;IRN;IRIB Voice of I.R.Iran;HI;SAs;s;0;;
9900;2200-2400;;TWN;Radio Taiwan Int.;M;FE;;6;3010;3011
9900;2230-0030;;TWN;Radio Taiwan Int.;M;FE;;1;0112;
9900;2300-2400;;USA;Radio Free Asia;M;FE;/MRA-s;0;;
9910;1100-1300;Mo-Fr;GUM;KTWR Trans World Radio;M;FE;m;1;;
9910;1130-1145;Su;GUM;KTWR Trans World Radio;E;FE;m;1;;
9910;1145-1230;Su;GUM;KTWR Trans World Radio;M;FE;m;1;;
9910;1230-1245;Sa;GUM;KTWR Trans World Radio;M;FE;m;1;;
9910;1345-1500;;GUM;KTWR Trans World Radio;K;FE;m;6;3010;1311
9910;1500-1515;Fr-Su;GUM;KTWR Trans World Radio;K;FE;m;6;3010;1311
9910;0215-0300;;IND;All India Radio GOS;PS;AFG;k;1;;
9910;0300-0345;;IND;All India Radio GOS;DR;AFG;k;1;;
9910;2045-2230;;IND;All India Radio GOS;E;Oc;a;1;;
9910;2300-2400;;IND;All India Radio GOS;HI;SEA;a;1;;
9910;1345-1349;Mo-Fr;IND;Trans World Radio;MAI;SAs;/ARM;6;1411;1411
9915;0600-0700;;G;BBC;E;CAf;/ASC;0;;
9915;0700-0800;;G;BBC;E;WAf;/ASC;0;;
9915;1800-2100;;G;BBC;E;WAf;w;0;;
9915;2100-2200;Mo-Fr;G;BBC;E;WAf;/ASC;0;;
9915;1630-1730;;USA;VoA Radio Ashna;PS;AFG;/D-L;0;;
9920;1500-1600;;G;BBC;UR;SAs;/THA-n;6;3010;3112
9920;1500-1600;;G;BBC;UR;SAs;/ARM;6;0101;2603
9920;1345-1400;Su;IND;Trans World Radio;KUR;SAs;/ARM;0;;
9920;1345-1415;Mo-Fr;IND;Trans World Radio;MAI;SAs;/ARM;0;;
9920;1345-1415;Sa;IND;Trans World Radio;BUN;SAs;/ARM;0;;
9920;1400-1415;Su;IND;Trans World Radio;KHR;SAs;/ARM;0;;
9920;1415-1430;Su-Mo;IND;Trans World Radio;MAG;SAs;/ARM;0;;
9920;1415-1430;Th-Sa;IND;Trans World Radio;KUR;SAs;/ARM;0;;
9920;1415-1430;Tu-We;IND;Trans World Radio;MUN;SAs;/ARM;0;;
9920;1430-1445;SaSu;IND;Trans World Radio;NG;SAs;/ARM;0;;
9920;1430-1500;Mo-Fr;IND;Trans World Radio;SD;SAs;/ARM;0;;
9920;1445-1500;SaSu;IND;Trans World Radio;CD;SAs;/ARM;0;;
9920;1200-1230;Th-Sa;PHL;FEBC Manila;JR;SEA;i;1;;
9920;1200-1230;Su-We;PHL;FEBC Manila;RAD;SEA;i;1;;
9920;1230-1300;135;PHL;FEBC Manila;BHN;SEA;i;1;;
9920;1230-1300;2467;PHL;FEBC Manila;HRE;SEA;i;1;;
9920;1300-1330;;PHL;FEBC Manila;KOH;SEA;i;1;;
9921;1200-1330;;VTN;Vietnamese Jamming;;SEA;;1;;
9925;1930-2015;Su;G;Bible Voice;E;ME;/D-n;0;;
9925;1730-1930;;PHL;Radyo Pilipinas;TAG;ME;t;0;;
9930;2130-1600;;CHN;CNR1 Jammer/Firedrake;M;CHN;;1;;
9930;1200-1230;Fr;CLA;Que Me Radio;VN;VTN;/PLW;1;;
9930;0554-0650;246;CUB;Cuban Spy Numbers;S;Am;;1;;[1214]
9930;1100-1400;;TWN;Sound of Hope;M;FE;;1;;[0915]
9930;1400-1500;;TWN;Sound of Hope;M;FE;;1;;
9930;1500-1600;;TWN;Sound of Hope;CA;FE;;1;;
9930;2130-2300;;TWN;Sound of Hope;M;FE;;1;;
9930;2300-1100;;TWN;Sound of Hope;M;FE;;1;;[0516]
9930;0800-2200;;USA;World Harvest Radio 3;E;FE;/PLW;0;;
9930;2200-2300;Sa;USA;World Harvest Radio 3;E;FE;/PLW;0;;
9930;1900-2200;;USA;WTWW Lebanon, TN;E;NAm;L;0;;
9935;0500-0900;;GRC;Voice of Greece;GR;Eu;a;1;;[0716]
9935;0705-0710;Mo-Fr;GRC;Voice of Greece;SR;Eu;a;2;;
9935;0710-0715;Mo-Fr;GRC;Voice of Greece;RO;Eu;a;2;;
9935;0720-0726;Mo-Fr;GRC;Voice of Greece;S;Eu;a;2;;
9935;0731-0735;Mo-Fr;GRC;Voice of Greece;R;Eu;a;2;;
9935;0735-0739;Mo-Fr;GRC;Voice of Greece;PO;Eu;a;2;;
9935;0739-0743;Mo-Fr;GRC;Voice of Greece;AL;Eu;a;2;;
9935;0743-0747;Mo-Fr;GRC;Voice of Greece;I;Eu;a;2;;
9935;0747-0751;Mo-Fr;GRC;Voice of Greece;A;Eu;a;2;;
9935;0900-1300;irr;GRC;Voice of Greece;GR;Eu;a;1;;[0216]
9935;0903-0905;Mo-Fr;GRC;Voice of Greece;I;Eu;a;2;;[0116]
9935;0905-0908;Mo-Fr;GRC;Voice of Greece;A;Eu;a;2;;
9935;1005-1008;Mo-Fr;GRC;Voice of Greece;SR;Eu;a;2;;
9935;1008-1011;Mo-Fr;GRC;Voice of Greece;RO;Eu;a;2;;
9935;1011-1014;Mo-Fr;GRC;Voice of Greece;R;Eu;a;2;;
9935;1105-1107;Mo-Fr;GRC;Voice of Greece;S;Eu;a;2;;
9935;1107-1109;Mo-Fr;GRC;Voice of Greece;AL;Eu;a;2;;
9935;1109-1111;Mo-Fr;GRC;Voice of Greece;PO;Eu;a;2;;
9935;1300-1700;;GRC;Voice of Greece;GR;Eu;a;1;;[1116]
9935;1301-1305;Mo-Fr;GRC;Voice of Greece;E;Eu;a;2;;[0216]
9935;1700-2200;;GRC;Voice of Greece;GR;Eu;a;1;;[1116]
9935;2200-0500;;GRC;Voice of Greece;GR;NAm;a;1;;[0916]
9940;1100-1400;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;3010;2211
9940;1430-1500;;CHN;CNR1 Jammer/Firedrake;M;FE;;1;;
9940;1500-1600;;CHN;CNR1 Jammer/Firedrake;M;FE;;6;3010;2211
9940;1130-1135;;IND;AIR Delhi;HI;SAs;d;6;3010;0911
9940;1135-1140;;IND;AIR Delhi;E;SAs;d;6;3010;0911
9940;0700-0800;;IND;All India Radio GOS;NE;NPL;d;1;;
9940;0830-1130;;IND;All India Radio GOS;UR;PAK;d;6;3010;0911
9940;1215-1315;;IND;All India Radio GOS;BR;SEA;b;6;3010;0911
9940;1430-1500;;PHL;FEBC Manila;UI;FE;b;1;;
9940;1500-1510;;PHL;FEBC Manila Radio Teos;R;Sib;b;6;0112;0112
9940;1905-1935;;SWZ;Trans World Radio;LIN;COD;;1;;
9940;1935-1950;;SWZ;Trans World Radio;F;COD;;1;;
9940;1100-1200;;USA;Radio Free Asia;TB;FE;/TJK;6;3010;1011
9940;1200-1300;;USA;Radio Free Asia;TB;FE;/TJK;6;3010;1011
9940;1300-1400;;USA;Radio Free Asia;TB;FE;/TJK;6;3010;1011
9940;1500-1600;;USA;Radio Free Asia;TB;FE;/MRA-t;6;3010;1011
9950;1330-1400;;CLA;Furusato no Kaze;J;KRE;/TWN-s;1;;
9950;1300-1330;;CLA;Nippon no Kaze;K;KRE;/TWN-s;1;;
9950;0454-0550;1357;CUB;Cuban Spy Numbers;S;Am;;1;;[0416]
9950;1130-1135;;IND;AIR Delhi;HI;SAs;d;1;1011;
9950;1135-1140;;IND;AIR Delhi;E;SAs;d;1;1011;
9950;0830-1130;;IND;All India Radio GOS;UR;PAK;d;1;1011;
9950;1215-1315;;IND;All India Radio GOS;BR;SEA;b;1;1011;
9950;1515-1615;;IND;All India Radio GOS;SWA;EAf;b;1;;
9950;1615-1730;;IND;All India Radio GOS;HI;EAf;b;1;;
9950;1745-1945;;IND;All India Radio GOS;E;Eu;k;1;;
9950;1945-2045;;IND;All India Radio GOS;HI;Eu;k;1;;
9950;2045-2230;;IND;All India Radio GOS;E;Eu;k;1;;
9950;0930-0940;We,Th;POL;E11 Polish Spy Numbers;E;;p;1;0111;2802[1216]
9955;0400-0430;Sa;ARG;Historias de Radio;S;LAm;/USA-o;1;;
9955;1200-1230;Fr;ARG;Historias de Radio;S;LAm;/USA-o;1;;
9955;0400-0500;We;ARG;La Rosa de Tokio;S;LAm;/USA-o;1;;
9955;2300-2400;Th;ARG;La Rosa de Tokio;S;LAm;/USA-o;1;;
9955;0430-0500;Su;AUS;Hobart Radio Int.;E;LAm;/USA-o;1;;
9955;2330-2400;Tu;AUS;Hobart Radio Int.;E;LAm;/USA-o;1;;
9955;0000-0015;Sa;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;0245-0300;Th;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;0515-0530;We,Fr;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;1230-1245;Su;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;1400-1415;We;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;1445-1500;Tu;CYP;FG Radio;E;LAm;/USA-o;1;;
9955;0130-0159;Tu-Sa;CZE;Radio Prague;E;LAm;/USA-o;1;;
9955;0300-0327;;CZE;Radio Prague;S;LAm;/USA-o;1;;
9955;0400-0430;Su-Mo;CZE;Radio Prague;E;LAm;/USA-o;1;;
9955;1100-1128;Mo-Fr;CZE;Radio Prague;S;LAm;/USA-o;1;;
9955;1300-1330;Mo-Sa;CZE;Radio Prague;E;LAm;/USA-o;1;;
9955;0230-0300;5Dec;D;RMRC Radio;E;LAm;/USA-o;6;1711;0512
9955;0230-0300;12Dec;D;RMRC Radio;E;LAm;/USA-o;6;1711;1212
9955;0230-0300;Mo;G;R.Northern Ireland;E;LAm;/USA-o;1;;
9955;2300-2330;Tu;G;R.Northern Ireland;E;LAm;/USA-o;1;;
9955;0200-0230;Fr;I;Italian Broadc.Corp.;I;LAm;/USA-o;1;;
9955;0400-0430;Th;I;Studio DX;I;LAm;/USA-o;1;;
9955;1200-1230;We;PNR;Antena DX;S;LAm;/USA-o;1;;
9955;1230-1300;Mo;PNR;Antena DX;S;LAm;/USA-o;1;;
9955;0330-0400;;SVK;Radio Slovakia Int.;S;LAm;/USA-o;1;;
9955;0530-0600;;SVK;Radio Slovakia Int.;S;LAm;/USA-o;1;;
9955;1130-1200;Mo-Sa;SVK;Radio Slovakia Int.;S;LAm;/USA-o;1;;
9955;1330-1359;Mo-Fr;SVK;Radio Slovakia Int.;S;LAm;/USA-o;1;;
9955;2300-2400;Fr;TWN;PCJ Media Network Plus;E;LAm;/USA-o;6;3010;3112
9955;0230-0300;Sa;USA;Adventist World Radio;E;LAm;o;1;;
9955;0430-0500;Tu;USA;Adventist World Radio;E;LAm;o;1;;
9955;1200-1230;Mo,Sa;USA;Adventist World Radio;E;LAm;o;1;;
9955;1230-1300;Fr;USA;Adventist World Radio;E;LAm;o;1;;
9955;1400-1430;Th;USA;Adventist World Radio;E;LAm;o;1;;
9955;1415-1445;Mo;USA;Adventist World Radio;E;LAm;o;1;;
9955;2300-2330;Mo;USA;Adventist World Radio;E;LAm;o;1;;
9955;2330-2400;Su;USA;Adventist World Radio;E;LAm;o;1;;
9955;0200-0230;Mo;USA;Blues Radio Int.;E;LAm;o;1;;
9955;0230-0300;Fr;USA;Blues Radio Int.;E;LAm;o;1;;
9955;0400-0430;Tu;USA;Blues Radio Int.;E;LAm;o;1;;
9955;0600-1100;;USA;Brother Stair;E;LAm;o;1;;
9955;1500-2200;;USA;Brother Stair;E;LAm;o;1;;
9955;2200-2300;Mo-Fr;USA;Brother Stair;E;LAm;o;1;;
9955;0230-0300;Tu;USA;Frecuencia al Día;S;LAm;o;1;;
9955;0500-0530;Mo;USA;Frecuencia al Día;S;LAm;o;1;;
9955;1200-1230;Th;USA;Frecuencia al Día;S;LAm;o;1;;
9955;2330-2400;Mo;USA;Frecuencia al Día;S;LAm;o;1;;
9955;0000-0100;Tu-Sa;USA;Radio Libertad;S;LAm;o;1;;
9955;0430-0500;Mo;USA;World of Radio;E;LAm;o;1;;
9955;1200-1230;Tu;USA;World of Radio;E;LAm;o;1;;
9955;1230-1300;Th;USA;World of Radio;E;LAm;o;1;;
9955;1415-1445;We;USA;World of Radio;E;LAm;o;1;;
9955;0000-0030;Mo;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0015-0045;Su;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0030-0045;Mo;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0045-0100;Su-Mo;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0100-0115;Tu,Su;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0100-0115;Mo,Fr;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0100-0130;We,Sa;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0100-0130;Th;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0115-0130;Fr;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0115-0130;Tu;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0115-0159;Mo;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0115-0159;Su;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0159-0200;;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0200-0230;23467;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0230-0245;Th;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0230-0245;Su;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
9955;0230-0300;We;USA;WRMI Radio Miami Int.;E;LAm;o;1;;
9955;0245-0300;Su;USA;WRMI Radio Miami Int.;I;LAm;o;1;;
9955;0327-0330;;USA;WRMI Radio Miami Int.;S;LAm;o;1;;
