"195","3C0","Annobon I.","AF","1.30N","5.36E","36","52","A","11-15-45","3C0","",""
"065","VP2V","British Virgin Is.","NA","18.24N","64.36W","8","11","A","11-15-45","VP2V","",""
"066","V3","Belize","NA","17.30N","88.18W","7","11","A","11-15-45","V3","",""
"067","FN8","French India","AS","22.36N","88.24E","22","41","D","11-01-54","FN8","",""
"068","8Z5","Kuwait","AS","29.35N","47.51E","21","39","D","12-14-69","8Z5,9K3","",""
"068","9K3","Kuwait","AS","29.35N","47.51E","21","39","D","12-14-69","8Z5,9K3","",""
"069","ZF","Cayman Islands","NA","19.30N","81.12W","8","11","A","11-15-45","ZF","",""
"071","HC8","Galapagos Is.","SA","2.00S","92.00W","10","12","A","11-15-45","HC8,HD8","",""
"071","HD8","Galapagos Is.","SA","2.00S","92.00W","10","12","A","11-15-45","HC8,HD8","",""
"072","HI","Dominican Republic","NA","18.30N","70.00W","8","11","A","11-15-45","HI","",""
"074","YS","El Salvador","NA","14.00N","89.00W","7","11","A","11-15-45","YS,HU","",""
"074","HU","El Salvador","NA","14.00N","89.00W","7","11","A","11-15-45","YS,HU","",""
"075","4L","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","UF","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","R6F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","U6F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","EK6F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","EN6F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","EO6F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","EX8F","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"075","UK6Q","Georgia","AS","41.30N","45.00E","21","29","A","11-15-45","4L > 03-01-93,UF < 03-01-93,RF,R6F,4J5F,U6F,EK6F,EM6F,EN6F,EO6F,ER6F < 06-30-93,EX6F,EY6F,EZ6F,RK6F,EX8F,4J5F,UK6F,UK6O,UK6Q,UK6V","",""
"076","TG","Guatemala","NA","14.36N","90.30W","7","11","A","11-15-45","TG,TD","",""
"076","TD","Guatemala","NA","14.36N","90.30W","7","11","A","11-15-45","TG,TD","",""
"077","J3","Grenada","NA","12.00N","61.48W","8","11","A","11-15-45","J3","",""
"078","HH","Haiti","NA","19.00N","72.00W","8","11","A","11-15-45","HH,4V","",""
"078","4V","Haiti","NA","19.00N","72.00W","8","11","A","11-15-45","HH,4V","",""
"079","FG","Guadeloupe","NA","17.00N","62.00W","8","11","A","11-15-45","FG","",""
"079","TO2","Guadeloupe","NA","17.00N","62.00W","8","11","A","11-15-45","FG","",""
"079","TO3","Guadeloupe","NA","17.00N","62.00W","8","11","A","11-15-45","FG","",""
"079","TO7","Guadeloupe","NA","17.00N","62.00W","8","11","A","11-15-45","FG","",""
"080","HR","Honduras","NA","14.00N","87.00W","7","11","A","11-15-45","HR,HQ","",""
"080","HQ","Honduras","NA","14.00N","87.00W","7","11","A","11-15-45","HR,HQ","",""
"230","DL/D","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DA","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DB","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DC","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DD","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DE","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DF","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DG","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DH","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DI","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DJ","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DK","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DM","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DO","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DR","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DQ","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"230","DP","Germany ","EU","51.41N","11.83E","14","28","D","07-17-73","DA,DB,DC,DD,DE,DF,DG,DH,DI,DJ,DK,DL,DM","",""
"082","6Y","Jamaica","NA","18.15N","77.30W","8","11","A","11-15-45","6Y","",""
"084","FM","Martinique","NA","15.00N","61.00W","8","11","A","11-15-45","FM,T05M < 10-12-95, TO5MM > 10-11-95","",""
"084","TO5","Martinique","NA","15.00N","61.00W","8","11","A","11-15-45","FM,T05M < 10-12-95, TO5MM > 10-11-95","",""
"085","PJ9","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"085","PJ1","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"085","PJ2","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"085","PJ3","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"085","PJ4","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"085","PJ0","Bonaire Curacao (Neth. Antilles)","SA","12.00N","69.00W","9","11","A","11-15-45","PJ1,PJ2,PJ3,PJ4,PJ9,PJ0","",""
"086","YN","Nicaragua","NA","12.00N","86.00W","7","11","A","11-15-45","YN,HT,H6,H7","",""
"086","HT","Nicaragua","NA","12.00N","86.00W","7","11","A","11-15-45","YN,HT,H6,H7","",""
"086","H6","Nicaragua","NA","12.00N","86.00W","7","11","A","11-15-45","YN,HT,H6,H7","",""
"086","H7","Nicaragua","NA","12.00N","86.00W","7","11","A","11-15-45","YN,HT,H6,H7","",""
"088","HP","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"088","HO","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"088","3E","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"088","H3","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"088","H8","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"088","H9","Panama","NA","9.00N","79.30W","7","11","A","11-15-45","HP,HO,3E,3F,H3,H8,H9","",""
"089","VP5","Turks & Caicos Is.","NA","22.00N","72.00W","8","11","A","11-15-45","VP5","",""
"089","VQ5","Turks & Caicos Is.","NA","22.00N","72.00W","8","11","A","11-15-45","VP5","",""
"090","9Y","Trinidad & Tobago","SA","11.00N","62.30W","9","11","A","11-15-45","9Y,9Z","",""
"090","9Z","Trinidad & Tobago","SA","11.00N","62.30W","9","11","A","11-15-45","9Y,9Z","",""
"091","P4","Aruba","SA","12.30N","69.58W","9","11","A","01-01-86","P4","",""
"094","V2","Antigua & Barbuda","NA","17.00N","59.48W","8","11","A","11-15-45","V2","",""
"095","J7","Dominica","NA","15.24N","61.18W","8","11","A","11-15-45","J7,VP2D","",""
"095","VP2D,"Dominica","NA","15.24N","61.18W","8","11","A","11-15-45","J7,VP2D","",""
"096","VP2M","Montserrat","NA","16.48N","62.12W","8","11","A","11-15-45","VP2M","",""
"097","J6","St.Lucia","NA","14.00N","61.00W","8","11","A","11-15-45","J6,VP2L","",""
"098","J8","St.Vincent","NA","13.18N","61.18W","8","11","A","11-15-45","J8,VP2S","",""
"099","FR7/G,"Glorioso Is.","AF","10.36S","47.3E","39","53","A","11-15-45","FR7GL >25-06-60","",""
"099","FR/G","Glorioso Is.","AF","10.36S","47.3E","39","53","A","11-15-45","FR7GL >25-06-60","",""
"100","LU","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LM","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LR","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LT","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LV","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LW","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","AZ","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","AY","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LO","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"100","LQ","Argentina","SA","34.36S","58.24W","13","14","A","11-15-45","LU,LV,LW,AZ,AY","",""
"101","CR8/G","Goa","AS","15.30N","73.80E","22","41","D","12-31-61","CR8","",""
"102","ZD4","Gold Coast Togoland","AF","6.00N","00.60E","35","46","D","03-05-57","ZD4","",""
"103","KH2","Guam","OC","14.00N","145.00W","27","64","A","11-15-45","KH2,AH2,WH2,NH2,KG6DX,KG6JHC,KG6JJH","",""
"103","AH2","Guam","OC","14.00N","145.00W","27","64","A","11-15-45","KH2,AH2,WH2,NH2,KG6DX,KG6JHC,KG6JJH","",""
"103","WKH2","Guam","OC","14.00N","145.00W","27","64","A","11-15-45","KH2,AH2,WH2,NH2,KG6DX,KG6JHC,KG6JJH","",""
"103","KG6","Guam","OC","14.00N","145.00W","27","64","A","11-15-45","KH2,AH2,WH2,NH2,KG6DX,KG6JHC,KG6JJH","",""
"104","CP","Bolivia","SA","16.30S","68.24W","10","12","A","11-15-45","CP","",""
"105","KG4","Guantanamo Bay","NA","20.00N","75.00W","8","11","A","11-15-45","KG4\G,KG4AA,KG4CQ,KG4DD,KG4GO,KG4CO,KG4TJ,KG4TM,KG4QQ","",""
"106","GU","Guernsey","EU","49.30N","2.42W","14","27","A","11-15-45","GU,GP,MU,MP,2U","",""
"106","GP","Guernsey","EU","49.30N","2.42W","14","27","A","11-15-45","GU,GP,MU,MP,2U","",""
"106","MU","Guernsey","EU","49.30N","2.42W","14","27","A","11-15-45","GU,GP,MU,MP,2U","",""
"106","MP","Guernsey","EU","49.30N","2.42W","14","27","A","11-15-45","GU,GP,MU,MP,2U","",""
"106","2U","Guernsey","EU","49.30N","2.42W","14","27","A","11-15-45","GU,GP,MU,MP,2U","",""
"107","3X","Guinea","AF","10.00N","13.00W","35","46","A","11-15-45","3X","",""
"108","PY","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZZ","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PP","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PQ","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PR","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PV","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PS","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PT","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PU","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PW","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZY","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZV","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZU","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZW","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","ZX","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"108","PX","Brazil","SA","23.00S","43.12W","11","12","A","11-15-45","PY,ZZ,PP,PQ,PR,PS,PT,PU,PV,PW,ZU,ZV,ZW,ZY,ZX,ZY0NS,PX","",""
"109","J5","Guinea-Bissau","AF","12.00N","15.00W","35","46","A","11-15-45","J5","",""
"110","KH6","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","WH6","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","NH6","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","AH6","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","KH7","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","WH7","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","NH7","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"110","AH7","Hawaii","OC","19.42N","155.06W","31","61","A","11-15-45","KH6,WH6,NH6,AH6 > 03-24-95,AH7 > 03-24-95,NH7 > 03-24-95,WH7 > 03-24-95","",""
"111","VK0","Heard Is.","AF","53.00S","73.24E","39","68","A","11-15-45","VK0HI,VK0IR","",""
"112","CE","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","XQ","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","CD","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","CA","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","CB","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","CC","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"112","XR","Chile","SA","33.30S","70.48W","12","14","A","11-15-45","CE,XQ,3G,CD,CA,CB,CC,XR","",""
"113","EA9/I","Ifni","AF","36.42N","5.24W","33","37","D","05-13-69","EA9/I","",""
"114","GD","Isle of Man","EU","54.00N","4.30W","14","27","A","11-15-45","GD,GT,MD,MT,2D","",""
"114","GTD","Isle of Man","EU","54.00N","4.30W","14","27","A","11-15-45","GD,GT,MD,MT,2D","",""
"114","MD","Isle of Man","EU","54.00N","4.30W","14","27","A","11-15-45","GD,GT,MD,MT,2D","",""
"114","MT","Isle of Man","EU","54.00N","4.30W","14","27","A","11-15-45","GD,GT,MD,MT,2D","",""
"115","T5","Italian Somaliland","AF","3.21N","45.03E","38","47","D","07-01-60","I5","",""
"116","HK","Colombia","SA","5.00N","74.00W","9","12","A","11-15-45","HK,5J,HJ,5K","",""
"116","5K","Colombia","SA","5.00N","74.00W","9","12","A","11-15-45","HK,5J,HJ,5K","",""
"116","HJ","Colombia","SA","5.00N","74.00W","9","12","A","11-15-45","HK,5J,HJ,5K","",""
"116","5J","Colombia","SA","5.00N","74.00W","9","12","A","11-15-45","HK,5J,HJ,5K","",""
"117","4U1/I","ITU HQ","EU","46.12N","6.12E","14","28","A","11-15-45","4U1ITU,4U0ITU,4U2ITU,4U3ITU,4U4ITU,4U5ITU,4U6ITU,4U7ITU,4U8ITU,4U9ITU,4U","",""
"118","JX","Jan Mayen","EU","71.00N","8.00W","40","18","A","11-15-45","JX","",""
"119","PK1","Java","OC","6.00S","107.00E","28","54","D","05-01-63","PK1,PK2,PK3","",""
"119","PK2","Java","OC","6.00S","107.00E","28","54","D","05-01-63","PK1,PK2,PK3","",""
"119","PK3","Java","OC","6.00S","107.00E","28","54","D","05-01-63","PK1,PK2,PK3","",""
"120","HC","Ecuador","SA","0.12S","78.00W","10","12","A","11-15-45","HC,HD","",""
"120","HD","Ecuador","SA","0.12S","78.00W","10","12","A","11-15-45","HC,HD","",""
"122","GJ","Jersey","EU","49.18N","2.12W","14","27","A","11-15-45","GJ,GH,MJ,MH,2J","",""
"122","GH","Jersey","EU","49.18N","2.12W","14","27","A","11-15-45","GJ,GH,MJ,MH,2J","",""
"122","MJ","Jersey","EU","49.18N","2.12W","14","27","A","11-15-45","GJ,GH,MJ,MH,2J","",""
"122","MH","Jersey","EU","49.18N","2.12W","14","27","A","11-15-45","GJ,GH,MJ,MH,2J","",""
"122","2J","Jersey","EU","49.18N","2.12W","14","27","A","11-15-45","GJ,GH,MJ,MH,2J","",""
"123","KH3","Johnston I.","OC","17.00N","170.00W","31","61","A","11-15-45","KH3,AH3,NH3,WH3, K3J < 09-18-01","",""
"123","AH3","Johnston I.","OC","17.00N","170.00W","31","61","A","11-15-45","KH3,AH3,NH3,WH3, K3J < 09-18-01","",""
"123","NH3","Johnston I.","OC","17.00N","170.00W","31","61","A","11-15-45","KH3,AH3,NH3,WH3, K3J < 09-18-01","",""
"123","WH3","Johnston I.","OC","17.00N","170.00W","31","61","A","11-15-45","KH3,AH3,NH3,WH3, K3J < 09-18-01","",""
"123","K3J","Johnston I.","OC","17.00N","170.00W","31","61","A","11-15-45","KH3,AH3,NH3,WH3, K3J < 09-18-01","",""
"124","FR/J","Juan de Nova Europa","AF","17.00S","42.70E","39","53","A","11-15-45","FR7AI,FR4FA > 25-06-60","",""
"124","FT/J","Juan de Nova Europa","AF","17.00S","42.70E","39","53","A","11-15-45","FR7AI,FR4FA > 25-06-60","",""
"125","CE0Z","Juan Fernandez Is.","SA","33.36S","78.48W","12","14","A","11-15-45","CE0Z,CE0I,CE0MTY,CE0OGZ,XQ0Z,XQ0I,XR0Z,XR0I","",""
"126","UA2","Kaliningrad","EU","55.00N","20.30E","15","29","A","11-15-45","UA2,RA2,UW2,RW2,RZ2,UZ2,U2,R2,EM2,EK2,EX2,EY2,EZ2,EN2,EO2,ER2 < 06-30-93,RK2,UK2F,RQ2 > 11-06-95,RS2 > 11-06-95,RM2 > 11-06-95","",""
"127","VS9K","Kamaran Is.","AS","15.35N","42.57E","21","39","D","03-10-82","VK9K","",""
"128","UN1","Karelo-Finnish Rep.","EU","60.12N","25.00E","15","18","D","07-01-60","UN1","",""
"129","8R","Guyana","SA","6.48N","52.48W","9","12","A","11-15-45","8R","",""
"130","UN","Kazakhstan","AS","53.00N","76.00E","17","29","A","11-15-45","UL,RL,U7,R7,EK7,EM7,EN7,EO7,ER7 < 06-30-93,EX7,EY7,EZ7,RK7 < 01-01-94,UK7,UN > 03-01-93,UO > 01-01-94,UP > 01-01-94,UQ > 01-01-94","",""
"131","FT5X","Kerguelen Is.","AF","50.00S","70.00E","39","68","A","11-15-45","FT2X,FT4X,FT5X,FT8X,FT0X,FB8X,FT5XA","",""
"132","ZP","Paraguay","SA","25.18S","57.42W","11","14","A","11-15-45","ZP","",""
"133","ZL8","Kermadec Is.","OC","30.00S","178.00W","32","60","A","11-15-45","ZL8,ZM8,ZL1AA/K","",""
"134","KH5K","Kingman Reef","OC","7.30N","162.48W","31","61","A","11-15-45","KH5K,WH5K,AH5K,NH5K","",""
"135","EX","Kyrgyzstan","AS","42.00N","75.00E","17","29","A","11-15-45","UM,EX > 01-01-94,RM,U8M,R8M,EK8M,EM8M,EN8M,EO8M,ER8M < 06-30-93,EX8M,EY8M,EZ8M,RK8M,UK8M,UK8N","",""
"136","OA","Peru","SA","12.00S","77.00W","10","12","A","11-15-45","OA,OC,4T,OB","",""
"137","P5","DPR of Korea","AS","40.00N","127.00E","25","44","A","05-14-95","P5,HM","",""
"138","KH7K","Kure I.","OC","28.30N","178.30W","31","61","A","11-15-45","KH7,WH7,NH7,AH7,KH7K,KH6JEB/KH7 > 03-24-95","",""
"139","VS9H","Kura Muria I.","AS","17.57N","55.99E","21","39","D","11-29-67","VK9H","",""
"139","VK9H","Kura Muria I.","AS","17.57N","55.99E","21","39","D","11-29-67","VK9H","",""
"140","PZ","Suriname","SA","6.00S","55.00W","9","12","A","11-15-45","PZ","",""
"141","VP8","Falkland Is.","SA","51.75S","59.00W","13","16","A","11-15-45","VP8","",""
"142","VU7","Lakshadweep Is.","AS","10.00N","70.00E","22","41","A","11-15-45","VU7,VU7WCY,VU7NRO","",""
"143","XW","Laos","AS","18.00N","102.30E","26","49","A","11-15-45","XW","",""
"144","CX","Uruguay","SA","34.54S","56.12W","13","14","A","11-15-45","CX,CV,CW","",""
"144","CV","Uruguay","SA","34.54S","56.12W","13","14","A","11-15-45","CX,CV,CW","",""
"144","CW","Uruguay","SA","34.54S","56.12W","13","14","A","11-15-45","CX,CV,CW","",""
"145","YL","Latvia","EU","57.00N","24.00E","15","29","A","11-14-45","YL,UQ,UK2G,UK2Q","",""
"146","LY","Lithuania","EU","54.30N","25.30E","15","28","A","11-15-45","LY,UP < 03-01-93","",""
"147","VK9","Lord Howe I.","OC","31.36S","159.06E","30","60","A","11-15-45","VK9AE,VK9L,AX9L,K9YQS,VK9NM VK9EHH,VK9H <01-95,VK9LA,VK9YJ,VK9LA","",""
"147","AX9","Lord Howe I.","OC","31.36S","159.06E","30","60","A","11-15-45","VK9AE,VK9L,AX9L,K9YQS,VK9NM VK9EHH,VK9H <01-95,VK9LA,VK9YJ,VK9LA","",""
"147","K9YQS","Lord Howe I.","OC","31.36S","159.06E","30","60","A","11-15-45","VK9AE,VK9L,AX9L,K9YQS,VK9NM VK9EHH,VK9H <01-95,VK9LA,VK9YJ,VK9LA","",""
"148","YV","Venezuela","SA","10.30N","67.00W","9","12","A","11-15-45","YV,4M,YW,YY,YX","",""
"148","YW","Venezuela","SA","10.30N","67.00W","9","12","A","11-15-45","YV,4M,YW,YY,YX","",""
